Total Mechanical (kW)
36
36
36
36
14
8
10
8
10
10
8
8
12
8
10
14
34
36
38
36
40
36
38
40
40
36
38
34
14
10
10
12
8
12
8
12
10
10
10
14
34
36
36
38
38
38
32
36
40
38
38
34
24
20
22
20
20
22
20
22
22
22
22
22
32
32
34
38
36
38
38
38
38
36
36
34
10
6
8
8
6
8
6
8
6
6
6
8
6
10
6
6
6
8
6
8
6
8
6
8
6
6
8
6
8
6
6
10
6
8
6
8
8
6
8
6
8
8
8
6
8
6
8
8
6
8
10
6
8
6
10
8
6
8
8
16
30
34
34
36
34
36
40
38
40
38
38
36
12
8
6
8
6
8
6
8
8
6
8
14
32
34
36
36
34
36
38
36
34
36
36
32
14
10
6
8
10
8
8
10
8
8
10
14
32
34
36
36
34
38
36
38
42
38
36
36
10
4
6
6
6
4
4
6
6
6
6
12
32
32
38
36
38
36
40
40
42
36
38
36
10
6
6
6
2
6
4
4
4
6
6
10
34
32
36
36
38
38
38
38
40
36
36
34
8
4
4
6
6
2
6
4
6
6
6
4
4
4
6
4
4
4
4
4
6
4
4
2
6
4
4
6
4
6
4
4
6
4
6
6
6
2
6
4
4
8
10
10
10
10
10
10
4
4
4
4
6
4
4
4
6
6
4
10
30
34
36
36
36
38
40
38
42
40
40
36
10
4
6
4
4
4
6
4
4
6
2
10
32
32
36
36
38
38
38
42
40
26
38
34
10
4
6
2
4
4
4
4
4
4
4
8
32
34
34
38
34
36
38
38
36
38
38
34
10
4
6
2
4
4
4
4
4
4
4
8
32
34
34
38
34
38
40
38
38
36
38
36
10
4
4
4
4
6
4
6
4
4
4
10
32
36
36
34
36
38
36
38
40
36
36
36
8
4
4
4
6
4
4
6
4
6
6
2
6
6
2
6
2
6
6
2
4
6
4
4
4
6
4
4
4
4
4
4
4
6
4
4
6
4
6
4
6
4
4
6
4
4
6
4
4
6
6
4
6
6
4
8
4
4
6
12
28
34
34
32
30
36
34
32
34
36
32
34
8
4
4
6
4
4
6
6
4
4
6
8
34
34
36
36
36
40
38
40
42
38
36
36
10
4
6
4
4
4
6
4
6
6
2
12
32
34
36
36
38
36
40
38
40
36
36
38
8
4
6
4
6
4
4
6
4
4
6
12
32
34
38
38
34
36
38
40
38
36
36
34
10
6
4
4
4
4
6
4
4
6
6
10
32
36
34
38
38
36
38
38
38
36
36
34
8
6
8
6
4
8
4
6
4
4
8
4
6
6
4
6
2
6
4
4
6
2
6
4
6
4
6
2
6
4
6
4
6
6
4
4
4
6
4
4
6
4
6
4
6
2
6
4
6
6
4
6
6
6
4
4
6
4
6
10
32
34
36
36
36
40
40
40
42
38
40
38
10
6
4
6
4
4
4
6
4
6
4
10
30
36
34
40
36
38
40
38
40
38
40
36
10
6
2
6
4
6
2
6
2
6
4
10
30
34
36
36
36
38
36
38
40
38
38
34
10
4
6
2
4
4
4
4
4
6
4
10
30
34
36
38
38
36
40
38
40
38
36
36
10
4
6
4
4
6
2
4
4
4
6
8
32
34
34
38
34
38
36
36
40
38
36
34
8
6
4
4
4
4
4
6
6
4
4
6
6
4
4
6
4
4
6
6
4
4
6
2
6
2
6
4
4
6
6
4
6
4
4
6
6
6
4
6
2
6
4
6
4
4
4
4
6
6
6
4
6
4
6
6
6
4
6
12
30
34
36
36
40
36
38
36
38
38
38
36
10
6
6
6
2
6
6
6
6
6
6
10
32
34
36
36
34
36
36
38
38
36
38
36
10
6
6
4
4
6
4
6
6
6
6
10
30
34
36
36
36
38
38
38
40
40
38
34
8
8
4
4
4
4
6
6
4
4
6
10
32
34
38
38
36
38
38
40
40
40
38
38
12
6
6
6
6
6
4
4
6
8
6
10
32
34
34
36
38
36
40
36
38
36
36
36
10
10
4
6
6
4
4
8
6
4
8
4
8
4
8
6
4
6
4
6
6
6
4
6
6
6
6
6
6
6
8
4
0
6
8
8
6
6
6
6
6
6
6
6
6
6
6
6
6
4
6
6
6
8
6
8
6
6
6
12
32
36
36
36
36
36
38
36
38
38
36
36
12
6
6
4
6
4
6
6
6
4
6
12
32
34
34
36
36
34
38
34
36
36
36
36
10
6
6
8
4
6
6
6
6
4
6
10
32
34
36
34
34
36
36
36
36
36
38
38
12
6
8
6
4
4
4
4
4
6
4
12
30
34
34
32
36
36
38
38
38
38
38
36
10
6
4
6
4
2
4
4
4
4
6
10
30
34
34
34
34
36
36
38
38
38
36
36
8
4
4
6
6
6
4
6
6
4
6
6
6
6
8
4
6
8
4
6
4
6
4
6
6
4
8
8
4
8
4
6
8
4
6
6
6
4
8
6
6
6
6
6
4
6
4
4
4
6
4
4
8
4
6
8
4
8
4
12
30
32
38
36
36
36
40
40
38
40
38
38
10
8
8
4
6
4
8
8
4
6
8
10
30
34
36
36
34
38
38
40
38
34
36
36
10
4
4
4
4
4
4
4
6
4
6
10
32
36
34
36
34
38
38
40
42
38
36
34
10
8
8
6
6
6
6
6
6
6
8
10
34
32
38
38
36
36
38
36
36
36
36
34
10
4
6
6
4
4
4
4
6
4
6
10
32
36
36
36
36
36
38
36
36
36
34
34
8
4
4
4
6
4
6
6
4
6
6
6
14
12
14
14
12
16
22
22
20
18
20
18
14
12
8
6
4
4
4
4
6
4
6
4
4
6
6
4
4
6
2
4
4
4
4
4
6
4
4
6
2
6
4
4
6
4
4
10
32
34
36
36
36
36
38
36
36
36
36
36
8
4
6
4
4
6
2
4
6
4
6
8
32
34
34
38
34
36
38
38
38
38
36
34
10
4
4
6
4
2
4
2
6
4
6
10
32
34
34
36
36
36
36
40
40
38
36
36
6
4
6
4
4
2
4
4
2
4
4
10
30
34
36
36
34
34
36
36
34
34
36
34
12
4
6
4
4
6
4
4
4
4
6
8
30
30
34
32
36
32
36
36
36
36
36
36
6
8
4
6
6
4
6
6
4
6
6
4
14
14
12
12
12
14
12
12
14
12
14
12
10
6
6
4
4
4
8
4
6
6
4
4
6
20
22
22
24
22
24
24
24
22
22
6
6
4
8
6
6
8
6
6
8
6
6
16
26
34
34
36
34
36
38
36
34
38
36
32
8
6
4
4
4
4
4
4
6
4
6
8
32
32
34
34
34
36
38
38
34
36
38
34
12
6
4
6
4
4
6
6
6
6
6
10
32
34
34
32
32
30
28
32
30
34
30
28
6
6
0
4
4
2
4
4
2
4
4
6
24
24
28
28
28
28
32
32
34
32
32
26
8
4
6
6
4
6
4
6
4
6
6
6
24
26
28
28
28
28
30
30
30
32
32
30
6
4
4
4
4
4
4
6
6
4
6
4
6
4
6
4
6
8
6
6
6
4
6
6
4
4
4
6
6
4
6
6
6
4
6
4
6
4
6
6
4
4
8
6
4
6
6
4
4
6
4
6
4
6
6
6
4
6
4
8
26
24
28
28
28
28
32
32
32
32
34
32
10
4
4
4
6
6
6
4
6
4
8
6
26
24
26
28
26
28
30
34
32
32
32
30
8
4
4
4
4
4
6
4
4
6
4
8
24
24
26
28
26
26
28
28
28
28
28
26
6
4
4
2
6
2
2
4
4
4
4
6
22
26
26
28
28
26
32
30
30
30
30
30
8
6
4
6
2
4
6
4
6
4
6
6
26
24
26
28
28
26
28
26
24
28
30
28
6
6
6
6
4
6
2
6
4
4
6
4
4
6
4
4
6
6
6
6
6
4
6
6
4
2
4
2
4
4
4
4
4
4
6
6
6
4
4
4
2
6
4
6
6
4
6
6
4
2
4
4
4
2
4
4
2
6
6
6
26
28
26
28
30
30
34
32
32
32
28
28
8
4
6
6
4
2
6
6
2
6
4
6
24
24
26
26
24
26
28
30
30
28
26
26
10
8
6
6
4
8
4
6
6
4
6
8
22
24
24
26
26
26
28
26
26
26
28
24
8
2
2
4
4
2
4
2
4
2
4
6
22
24
26
24
28
26
26
28
28
28
28
28
8
4
6
6
6
6
4
4
6
4
4
8
20
22
20
24
24
22
24
24
24
26
24
26
6
4
4
6
6
4
6
4
8
2
6
4
4
8
6
4
6
6
4
6
6
4
4
6
4
6
6
6
4
6
6
6
4
6
6
6
6
6
6
8
4
8
6
4
6
4
4
6
4
6
8
4
6
6
6
6
6
6
6
8
22
22
22
24
26
24
28
26
28
28
26
26
8
6
6
4
6
4
4
6
6
4
6
8
20
22
24
26
26
26
28
26
28
28
28
28
10
4
2
4
4
2
4
2
6
2
2
8
20
22
22
28
24
26
30
28
28
28
28
26
8
6
6
6
4
4
4
6
4
8
4
8
22
22
26
26
28
26
30
30
32
28
28
28
8
6
4
4
4
4
4
4
4
6
4
8
20
20
24
22
26
26
28
24
26
26
26
20
6
10
4
4
4
8
4
4
6
6
4
6
6
6
6
4
4
6
6
4
6
4
6
6
4
6
4
8
4
6
6
4
6
6
6
6
6
6
6
6
6
6
6
2
8
4
4
8
6
6
6
6
4
6
6
6
6
8
4
8
22
22
24
26
26
26
26
30
26
26
26
26
6
6
2
4
4
2
4
4
2
4
2
8
20
22
24
24
24
24
26
16
16
16
16
12
12
4
6
4
2
4
4
6
6
4
6
4
14
18
22
24
26
26
28
28
28
26
26
26
8
6
4
4
6
6
6
4
4
8
4
8
22
22
24
26
24
24
26
28
30
26
28
28
10
4
4
2
4
4
4
4
4
4
4
8
18
20
24
22
22
24
26
26
28
24
26
24
6
2
4
4
4
2
4
4
4
4
4
4
6
4
4
4
4
4
4
4
4
6
4
4
6
4
4
4
4
4
4
4
4
4
4
4
4
4
6
4
4
4
6
4
6
4
4
6
4
6
4
6
4
4
4
6
4
4
4
8
24
24
26
28
28
26
30
30
34
30
28
28
8
4
6
4
4
4
6
4
6
4
6
6
22
24
32
36
30
30
38
38
40
30
28
28
12
6
6
6
4
6
4
6
6
6
8
6
22
24
28
28
26
28
30
28
30
30
28
26
6
6
2
4
6
2
6
2
2
4
4
8
20
22
26
26
28
28
34
30
32
26
28
24
8
2
6
2
4
2
4
4
4
2
2
6
20
26
30
34
32
32
34
38
32
28
28
26
10
4
6
4
6
4
4
4
4
4
4
4
4
0
0
0
0
0
0
0
0
4
2
6
6
4
4
6
4
6
6
4
4
4
6
4
4
6
4
6
4
6
4
4
6
4
6
2
6
4
6
4
4
6
6
4
4
6
4
8
20
24
32
30
34
30
32
34
34
32
26
26
6
4
4
4
2
2
4
4
4
4
2
10
20
28
30
32
30
28
30
34
32
30
26
22
8
4
6
4
6
4
4
4
4
4
4
8
20
20
22
32
28
30
30
30
30
30
30
26
6
4
2
2
4
2
2
4
4
2
4
6
24
28
26
28
30
28
30
32
30
28
26
28
8
8
6
4
6
6
6
6
6
6
8
8
24
24
28
24
24
24
26
26
24
28
34
28
10
6
8
6
6
6
8
6
8
6
8
8
6
8
6
8
8
6
8
8
6
6
6
8
8
6
8
6
8
10
6
10
8
6
10
6
8
8
8
8
6
8
8
6
8
6
6
8
4
10
6
8
8
8
8
6
8
8
8
10
26
26
30
30
30
30
30
30
32
32
32
30
10
10
8
8
8
8
8
6
10
8
8
10
24
26
32
28
30
28
30
28
30
32
30
28
10
8
8
6
8
8
6
8
8
8
8
8
24
22
26
28
28
30
30
30
30
30
30
30
10
6
8
6
10
6
8
6
8
8
6
10
26
24
26
28
30
30
30
34
30
30
30
30
10
8
8
6
6
6
6
8
8
8
6
10
24
24
26
26
28
28
28
30
30
30
32
30
10
10
8
8
8
8
8
6
8
8
6
6
10
8
6
8
6
8
8
6
6
8
8
6
6
8
6
6
10
6
8
8
8
6
8
6
8
10
8
10
10
10
8
6
8
8
10
8
8
8
8
8
8
8
8
8
8
10
8
10
28
28
30
30
30
30
28
30
30
30
30
30
8
8
10
8
8
6
8
6
8
8
8
10
24
28
32
26
28
32
32
34
30
32
32
30
14
12
6
4
8
6
8
10
8
8
6
10
26
28
28
30
30
30
34
30
32
34
34
32
14
12
6
6
6
6
6
8
4
4
4
8
28
34
30
32
32
32
34
32
34
38
34
34
12
12
6
4
4
2
4
4
4
8
6
6
26
28
30
32
30
30
32
32
30
30
32
32
10
12
6
6
4
6
6
6
6
4
6
6
6
6
6
4
8
6
6
6
8
6
8
10
10
8
8
8
6
8
6
8
6
6
6
6
6
8
8
8
8
8
8
6
6
8
4
10
8
6
8
4
6
6
6
6
6
6
4
8
30
30
32
32
34
32
32
36
38
34
34
34
12
14
6
2
4
4
4
4
6
6
4
8
26
28
32
30
32
34
32
34
32
32
32
32
16
12
4
4
4
4
2
6
4
6
6
6
28
26
30
30
30
30
34
30
32
30
30
30
14
12
6
4
6
6
4
6
6
6
8
10
26
28
30
30
34
30
30
32
32
30
34
32
14
16
8
6
8
6
6
6
6
6
4
8
24
28
28
26
28
30
30
32
32
32
34
32
10
10
6
6
4
6
4
4
6
6
4
4
6
6
6
4
6
6
4
6
8
6
4
6
6
6
8
4
4
6
6
6
6
4
4
6
4
4
6
4
6
6
6
6
4
6
6
4
6
6
8
4
4
6
4
4
4
4
8
6
28
28
32
32
30
32
32
32
32
32
32
30
10
12
4
4
4
2
4
2
6
6
4
6
24
26
28
30
30
30
30
30
28
30
32
30
12
10
4
4
2
4
2
6
4
2
4
8
24
24
26
28
30
30
30
30
30
30
34
30
10
10
4
4
2
0
6
2
4
4
2
6
28
24
28
30
34
30
34
34
34
32
32
32
10
10
6
4
4
4
4
4
6
4
4
6
26
26
28
30
30
32
32
30
32
30
30
28
12
10
6
4
6
4
4
4
6
6
4
4
4
4
4
4
4
2
8
2
6
4
4
4
2
4
2
4
2
6
4
4
2
4
2
4
6
4
4
4
4
6
6
4
6
4
4
4
4
4
6
4
6
4
4
6
4
2
6
6
20
20
22
28
26
26
28
26
24
28
26
30
12
10
8
6
4
4
4
4
4
6
4
6
20
20
22
22
24
28
28
30
28
28
30
26
12
10
2
4
2
4
4
2
4
4
4
6
22
22
26
26
30
30
28
30
34
30
32
30
10
10
4
4
2
4
4
4
4
4
2
8
28
26
28
30
32
30
32
32
32
32
34
34
10
12
6
2
4
2
4
2
6
4
4
8
26
28
30
32
32
32
36
36
34
36
36
34
12
12
8
6
4
2
4
4
6
4
6
4
6
0
0
0
0
0
0
0
0
0
0
4
8
8
4
8
6
4
4
6
4
4
6
2
4
4
6
4
8
6
4
8
6
6
8
8
6
6
8
4
4
6
4
4
6
6
4
8
24
28
30
30
30
32
32
38
36
34
38
32
14
12
10
6
6
6
6
6
6
4
4
8
24
28
28
28
34
30
32
34
30
32
30
32
16
14
6
4
4
6
4
2
4
6
4
6
26
26
28
30
30
30
32
36
34
34
30
32
14
10
4
6
4
6
4
2
4
6
2
8
28
30
30
32
30
34
38
34
32
34
32
32
14
10
8
4
6
6
6
4
6
4
4
8
24
22
28
30
30
30
30
32
30
30
30
32
12
12
6
4
6
6
4
6
4
4
6
4
4
6
4
6
8
6
6
6
6
6
8
6
6
6
6
4
6
6
6
6
4
4
6
6
6
6
6
6
6
8
6
4
6
8
6
6
6
4
6
4
6
4
4
4
4
6
4
6
28
28
30
30
32
30
32
32
30
32
32
30
12
14
6
4
6
8
4
4
4
6
6
6
28
30
32
32
34
34
38
34
34
34
34
32
16
12
6
6
4
8
6
4
4
8
4
8
28
28
32
32
34
32
38
36
36
40
34
36
14
12
6
4
6
8
4
4
4
6
4
8
28
26
34
34
34
34
34
38
34
38
38
34
14
12
4
8
6
8
4
6
6
8
4
8
24
28
30
30
32
34
38
34
34
34
32
34
14
10
4
6
4
8
4
4
4
4
4
6
4
8
4
6
6
4
6
6
6
6
8
4
6
4
4
6
6
4
4
4
4
6
4
6
4
4
4
6
4
4
6
6
6
6
8
4
6
4
8
4
4
4
8
4
4
2
4
6
28
30
32
32
36
30
34
34
36
32
38
32
10
10
6
6
4
6
6
6
6
8
4
8
26
26
28
30
36
34
36
34
34
34
36
34
14
10
4
4
6
4
6
6
6
4
6
8
22
28
30
24
30
34
30
34
32
34
34
34
10
12
4
6
4
4
6
4
4
4
6
10
26
28
30
34
32
32
34
34
32
32
32
32
10
10
4
2
4
2
4
4
6
4
4
6
26
26
30
32
32
32
32
36
32
34
32
32
10
10
6
6
2
4
4
4
4
4
4
4
6
2
0
0
0
0
4
4
6
4
4
6
6
6
2
4
4
6
2
4
4
4
4
6
4
4
4
4
6
8
6
4
8
6
8
6
6
6
8
4
4
4
6
6
4
4
4
8
28
56
32
30
36
32
34
34
34
34
36
32
12
12
8
6
4
4
6
6
4
4
4
8
28
30
34
32
36
34
36
34
38
38
32
32
14
10
6
6
4
6
4
4
6
2
6
8
28
28
30
32
34
34
32
36
32
34
32
32
12
10
8
6
4
4
6
4
2
6
4
8
28
30
30
34
34
36
34
34
34
36
34
34
16
10
8
6
6
4
2
6
4
4
4
6
28
28
32
34
34
32
32
32
34
32
34
30
12
14
6
6
6
8
4
4
4
4
4
4
6
2
6
6
6
8
6
6
8
6
6
8
6
6
4
6
4
6
2
4
6
4
6
4
6
6
6
8
6
6
8
6
8
6
8
6
6
6
4
8
4
6
4
4
6
4
6
8
30
32
32
34
32
34
34
36
36
34
34
32
12
14
6
6
6
4
2
6
4
4
4
6
30
30
32
36
36
34
34
36
32
34
36
32
14
10
4
8
4
4
4
4
4
4
4
8
30
30
30
34
30
34
34
36
30
36
32
32
14
12
6
4
6
4
6
4
6
4
6
6
30
30
32
34
32
34
34
38
32
34
34
32
12
12
4
8
4
6
4
4
6
4
6
6
30
28
30
34
34
32
34
34
32
32
34
30
12
12
6
4
6
2
4
6
4
4
6
4
6
4
4
6
6
6
2
6
8
6
8
6
8
6
8
6
4
6
4
6
4
4
4
6
6
4
6
8
6
6
6
6
8
6
8
6
4
6
6
4
4
6
4
4
8
2
6
8
30
32
34
34
32
34
32
36
34
34
32
30
14
12
6
6
8
4
6
6
4
4
4
8
30
32
30
34
32
34
32
34
32
32
32
32
14
12
4
8
4
6
4
4
4
6
6
8
26
28
30
32
34
34
32
34
34
30
34
30
12
12
4
6
4
4
6
4
4
4
4
6
28
28
28
32
30
32
32
30
32
32
30
32
14
10
8
4
4
6
4
4
4
4
4
10
24
26
30
32
30
28
32
30
30
28
32
32
12
12
6
4
6
2
4
6
2
4
4
4
6
4
6
6
6
6
4
6
6
8
6
6
6
4
6
6
4
6
4
4
4
4
4
4
6
4
4
6
6
6
4
4
8
6
8
8
4
6
6
6
4
4
8
4
4
4
4
8
30
28
30
34
30
32
32
32
32
30
34
28
12
12
6
4
4
4
4
4
4
6
4
6
26
32
30
30
32
32
32
32
34
32
30
32
12
10
6
8
4
4
4
2
6
4
6
8
28
30
30
34
32
32
30
32
34
32
32
30
12
12
4
6
4
6
4
4
4
4
4
6
28
28
30
30
30
32
30
30
34
32
32
30
14
10
4
4
4
4
4
2
4
2
6
6
28
28
30
32
32
30
32
34
32
32
34
32
14
10
6
4
4
4
6
4
4
4
2
4
4
6
6
6
4
4
6
4
8
6
6
4
4
6
6
4
6
4
6
4
4
4
4
4
6
4
6
6
6
8
6
6
6
4
6
6
4
6
4
4
6
4
4
6
4
4
4
8
30
30
30
32
32
32
34
30
34
30
32
32
12
12
6
4
4
6
4
6
2
6
4
6
28
30
30
34
32
34
30
34
34
32
30
30
14
12
6
4
6
6
4
6
2
6
4
8
28
24
30
30
30
30
30
30
32
30
34
30
14
6
6
6
4
4
4
6
4
4
4
6
28
28
30
30
30
28
32
30
34
32
32
30
14
4
4
4
2
4
2
4
4
4
4
6
28
30
30
32
30
30
34
32
32
32
32
30
14
4
4
6
4
4
4
6
2
4
4
6
8
4
6
8
6
6
6
8
6
6
4
4
6
4
6
2
4
6
4
4
2
6
4
6
6
6
8
4
4
8
2
6
6
8
6
2
6
4
6
4
2
6
4
4
4
4
4
6
30
32
32
34
34
30
32
30
30
30
34
32
12
4
4
4
4
2
2
4
2
2
2
8
28
30
30
32
32
30
32
32
32
34
34
34
14
4
2
4
2
2
4
2
2
4
2
6
30
28
30
30
30
30
30
34
30
32
30
30
12
4
4
2
4
4
4
2
6
4
2
8
30
30
30
34
32
30
32
34
32
34
32
30
14
4
6
6
4
4
4
4
2
6
2
6
30
28
32
32
30
32
32
32
32
30
30
30
14
4
6
4
6
4
4
4
4
4
4
2
8
4
6
8
6
4
6
6
6
6
4
4
6
4
4
2
4
6
4
4
2
4
4
6
6
6
8
4
4
8
2
6
6
6
6
2
6
4
4
4
2
6
4
4
4
4
4
6
28
32
32
34
34
30
32
30
30
30
34
32
12
2
4
4
4
2
2
4
2
2
2
6
28
30
30
32
32
30
32
32
32
34
34
34
14
4
2
4
2
2
4
2
2
4
2
6
30
28
30
30
30
30
30
34
30
32
30
30
12
4
4
2
4
4
4
2
6
4
2
8
30
30
30
34
32
30
32
34
32
34
32
30
14
4
6
6
4
4
4
4
2
6
2
6
30
28
32
32
30
32
32
32
32
30
30
30
14
4
6
4
6
2
4
2
4
4
2
2
8
2
6
8
4
4
6
6
6
6
4
2
6
4
2
2
4
6
4
4
2
4
4
4
6
4
6
4
2
6
2
6
4
4
4
6
14
14
14
14
12
14
16
14
14
14
16
14
16
16
18
18
18
16
18
16
16
20
16
18
14
14
14
12
14
12
8
14
12
10
12
14
32
36
36
36
38
36
36
34
32
36
30
30
14
6
4
4
6
4
4
2
4
4
4
6
24
28
26
28
30
30
30
30
30
28
32
26
14
4
4
6
4
4
4
2
2
4
4
6
24
26
24
28
28
28
30
30
30
30
26
30
12
4
4
2
2
4
2
0
4
2
0
6
20
26
24
28
26
26
30
28
30
30
30
28
14
6
2
2
4
2
2
4
2
2
2
2
2
4
2
4
4
4
2
6
2
2
4
2
2
2
2
4
2
2
2
4
2
2
2
4
0
4
2
6
2
2
2
6
4
4
4
4
2
2
2
4
2
2
4
2
2
2
2
4
28
30
30
32
30
30
30
34
30
32
28
30
16
6
4
2
2
2
4
2
2
4
2
4
24
26
28
34
30
30
30
32
30
32
32
30
16
10
2
2
4
2
2
4
4
0
2
10
22
28
28
28
26
28
28
30
28
26
28
26
12
12
4
4
2
2
4
2
4
2
2
10
30
24
24
26
24
26
28
30
30
30
30
30
14
10
4
6
2
2
2
2
2
4
2
10
20
26
26
26
26
26
26
28
24
28
26
28
12
12
4
2
2
2
2
4
0
2
2
4
0
4
4
0
2
4
4
4
4
2
4
2
2
4
2
0
4
2
2
0
4
4
0
4
2
4
2
2
4
4
2
4
4
4
2
4
2
4
2
0
4
2
2
2
2
2
2
10
22
28
28
30
28
30
30
30
32
28
32
30
2
6
2
4
2
4
2
0
2
2
2
12
24
26
26
28
28
30
28
30
28
30
30
24
8
4
4
2
2
2
2
2
2
2
2
14
20
24
26
26
24
26
26
30
28
28
30
30
4
6
4
4
4
2
0
2
4
0
2
12
22
24
24
26
26
22
20
24
32
30
30
30
6
4
6
4
4
2
4
4
0
2
2
12
24
26
26
30
28
28
30
30
30
30
30
28
6
4
4
2
2
2
2
0
2
2
4
4
4
6
0
2
4
2
4
2
4
2
4
0
4
2
2
2
2
2
2
2
2
4
2
2
2
4
4
2
2
4
2
4
2
4
2
2
6
2
2
2
2
4
2
2
2
2
2
12
26
32
30
30
32
30
30
32
30
30
32
28
12
10
2
4
2
0
4
2
2
2
2
12
28
30
30
30
30
30
34
30
32
30
32
30
14
10
4
4
2
2
4
2
2
0
4
10
26
30
30
32
30
32
30
32
32
30
30
30
12
10
2
4
2
4
4
2
2
0
2
10
26
30
28
30
30
30
34
30
30
30
30
30
12
12
4
6
4
2
4
2
2
0
2
10
24
26
24
28
30
28
28
30
30
30
30
28
14
12
4
6
4
2
4
4
4
2
4
4
2
4
2
2
4
2
2
4
2
4
2
2
2
2
2
4
2
2
2
2
4
4
4
6
4
2
4
0
4
4
0
4
2
2
4
2
2
2
2
2
0
4
4
2
2
4
4
12
28
30
30
30
30
30
32
30
30
30
30
30
12
12
2
2
4
2
2
0
4
2
2
12
26
28
30
30
30
30
34
30
32
30
30
32
12
12
2
4
2
4
4
4
4
4
4
12
26
26
28
28
28
30
30
32
30
28
30
28
12
10
2
4
4
2
4
4
2
2
2
10
24
24
30
30
28
30
30
30
30
28
30
30
10
10
2
6
4
2
4
2
0
2
2
10
22
24
24
24
26
28
26
26
28
28
28
28
14
10
2
4
4
4
4
2
2
2
4
2
2
4
2
2
2
4
2
4
2
4
2
2
2
0
2
8
2
4
2
4
2
4
4
2
4
2
4
2
2
2
2
2
2
2
2
2
2
2
4
4
4
2
4
2
2
6
2
12
24
22
26
24
26
26
28
28
30
28
28
28
10
12
2
4
4
4
4
2
2
2
2
10
24
22
24
26
26
28
30
30
30
30
32
30
12
10
4
2
2
2
4
4
4
2
0
12
22
26
24
24
26
26
28
30
28
30
28
28
12
10
2
2
2
0
2
2
4
4
4
10
22
24
24
26
28
26
30
28
28
28
28
30
10
12
2
2
2
2
2
2
2
4
4
10
26
24
22
24
26
28
28
26
30
30
28
30
12
10
2
0
4
2
2
2
2
2
2
2
4
2
2
4
0
2
4
2
2
4
2
4
4
2
4
4
4
2
4
4
2
4
4
4
0
2
4
4
0
2
4
2
2
4
2
2
2
0
2
2
2
2
2
2
2
2
6
12
26
26
28
26
28
30
30
28
30
30
28
26
10
10
4
2
2
2
6
4
6
2
4
12
24
26
26
28
26
28
26
28
30
30
32
26
12
10
2
4
2
4
2
4
2
4
